Systematic_name,Standard_name,Uniprot_id
YLR160C,ASP3-4,P0CX79
YLR161W,,P0CE98
YLR162W,,Q06235
YLR163C,MAS1,P10507
YLR164W,SHH4,Q06236
YLR165C,PUS5,Q06244
YLR166C,SEC10,Q06245
YLR167W,RPS31,P05759
YLR168C,UPS2,P35200
YLR169W,,O13561
YLR170C,APS1,P35181
YLR171W,,O13562
YLR172C,DPH5,P32469
YLR173W,,Q06247
YLR174W,IDP2,P41939
YLR175W,CBF5,P33322
YLR176C,RFX1,P48743
YLR177W,,Q06251
YLR178C,TFS1,P14306
YLR179C,,Q06252
YLR180W,SAM1,P10659
YLR181C,VTA1,Q06263
YLR182W,SWI6,P09959
YLR183C,TOS4,Q06266
YLR184W,,Q06267
YLR185W,RPL37A,P49166
YLR186W,EMG1,Q06287
YLR187W,SKG3,Q06315
YLR188W,MDL1,P33310
YLR189C,ATG26,Q06321
YLR190W,MMR1,Q06324
YLR191W,PEX13,P80667
YLR192C,HCR1,Q05775
YLR193C,UPS1,Q05776
YLR194C,NCW2,Q05777
YLR195C,NMT1,P14743
YLR196W,PWP1,P21304
YLR197W,NOP56,Q12460
YLR198C,,O13530
YLR199C,PBA1,Q05778
YLR200W,YKE2,P52553
YLR201C,COQ9,Q05779
YLR202C,,O13531
YLR203C,MSS51,P32335
YLR204W,QRI5,P32344
YLR205C,HMX1,P32339
YLR206W,ENT2,Q05785
YLR207W,HRD3,Q05787
YLR208W,SEC13,Q04491
YLR209C,PNP1,Q05788
YLR210W,CLB4,P24871
YLR211C,ATG38,Q05789
YLR212C,TUB4,P53378
YLR213C,CRR1,Q05790
YLR214W,FRE1,P32791
YLR215C,CDC123,Q05791
YLR216C,CPR6,P53691
YLR217W,,O13532
YLR218C,COA4,Q05809
YLR219W,MSC3,Q05812
YLR220W,CCC1,P47818
YLR221C,RSA3,Q05942
YLR222C,UTP13,Q05946
YLR223C,IFH1,P39520
YLR224W,UCC1,Q05947
YLR225C,,Q05948
YLR226W,BUR2,Q05949
YLR227C,ADY4,Q05955
YLR228C,ECM22,Q05958
YLR229C,CDC42,P19073
YLR230W,,A0A023PXG7
YLR231C,BNA5,Q05979
YLR232W,,O13546
YLR233C,EST1,P17214
YLR234W,TOP3,P13099
YLR235C,,A0A023PXP4
YLR236C,,A0A023PZG4
YLR237W,THI7,Q05998
YLR238W,FAR10,Q06001
YLR239C,LIP2,Q06005
YLR240W,VPS34,P22543
YLR241W,CSC1,Q06538
YLR242C,ARV1,Q06541
YLR243W,GPN3,Q06543
YLR244C,MAP1,Q01662
YLR245C,CDD1,Q06549
YLR246W,ERF2,Q06551
YLR247C,IRC20,Q06554
YLR248W,RCK2,P38623
YLR249W,YEF3,P16521
YLR250W,SSP120,P39931
YLR251W,SYM1,Q06563
YLR252W,,O13573
YLR253W,MCP2,Q06567
YLR254C,NDL1,Q06568
YLR255C,,O13574
YLR256W,HAP1,P0CE41
YLR257W,,Q06146
YLR258W,GSY2,P27472
YLR259C,HSP60,P19882
YLR260W,LCB5,Q06147
YLR261C,VPS63,O13549
YLR262C,YPT6,Q99260
YLR263W,RED1,P14291
YLR264W,RPS28B,P0C0X0
YLR265C,NEJ1,Q06148
YLR266C,PDR8,Q06149
YLR267W,BOP2,Q06150
YLR268W,SEC22,P22214
YLR269C,,O13550
YLR270W,DCS1,Q06151
YLR271W,CMG1,Q06152
YLR272C,YCS4,Q06156
YLR273C,PIG1,Q06216
YLR274W,MCM5,P29496
YLR275W,SMD2,Q06217
YLR276C,DBP9,Q06218
YLR277C,YSH1,Q06224
YLR278C,,Q05854
YLR279W,,O13540
YLR280C,,O13541
YLR281C,,Q05863
YLR282C,,O13542
YLR283W,,Q05867
YLR284C,ECI1,Q05871
YLR285W,NNT1,Q05874
YLR286C,CTS1,P29029
YLR287C,,P0CX33
YLR287C-A,RPS30A,P0CX33
YLR288C,MEC3,Q02574
YLR289W,GUF1,P46943
YLR290C,COQ11,Q05892
YLR291C,GCD7,P32502
YLR292C,SEC72,P39742
YLR293C,GSP1,P32835
YLR294C,,O13543
YLR295C,ATP14,Q12349
YLR296W,,Q05898
YLR297W,,Q05899
YLR298C,YHC1,Q05900
YLR299W,ECM38,Q05902
YLR300W,EXG1,P23776
YLR301W,HRI1,Q05905
YLR302C,,O13544
YLR303W,MET17,P06106
YLR304C,ACO1,P19414
YLR305C,STT4,P37297
YLR306W,UBC12,P52491
YLR307W,CDA1,Q06702
YLR308W,CDA2,Q06703
YLR309C,IMH1,Q06704
YLR310C,CDC25,P04821
YLR311C,,Q06158
YLR312C,ATG39,Q06159
YLR312W-A,MRPL15,P36523
YLR313C,SPH1,Q06160
YLR314C,CDC3,P32457
YLR315W,NKP2,Q06162
YLR316C,TAD3,Q9URQ3
YLR317W,,O13553
YLR318W,EST2,Q06163
YLR319C,BUD6,P41697
YLR320W,MMS22,Q06164
YLR321C,SFH1,Q06168
YLR322W,VPS65,O13554
YLR323C,CWC24,P53769
YLR324W,PEX30,Q06169
YLR325C,RPL38,P49167
YLR326W,,Q06170
YLR327C,TMA10,Q06177
YLR328W,NMA1,Q06178
YLR329W,REC102,Q02721
YLR330W,CHS5,Q12114
YLR331C,JIP3,O13555
YLR332W,MID2,P36027
YLR333C,RPS25B,P0C0T4
YLR334C,,Q06127
YLR335W,NUP2,P32499
YLR336C,SGD1,Q06132
YLR337C,VRP1,P37370
YLR338W,OPI9,O94084
YLR339C,,O94085
YLR340W,RPP0,P05317
YLR341W,SPO77,Q06134
YLR342W,FKS1,P38631
YLR343W,GAS2,Q06135
YLR344W,RPL26A,P05743
YLR345W,,Q06137
YLR346C,CIS1,Q06139
YLR347C,KAP95,Q06142
YLR348C,DIC1,Q06143
YLR349W,,O94086
YLR350W,ORM2,Q06144
YLR351C,NIT3,P49954
YLR352W,,Q06479
YLR353W,BUD8,P41698
YLR354C,TAL1,P15019
YLR355C,ILV5,P06168
YLR356W,ATG33,Q06485
YLR357W,RSC2,Q06488
YLR358C,,O13565
YLR359W,ADE13,Q05911
YLR360W,VPS38,Q05919
YLR361C,DCR2,Q05924
YLR362W,STE11,P23561
YLR363C,NMD4,Q12129
YLR364W,GRX8,Q05926
YLR365W,,Q7LIF2
YLR366W,,Q7LIF1
YLR367W,RPS22B,Q3E7Y3
YLR368W,MDM30,Q05930
YLR369W,SSQ1,Q05931
YLR370C,ARC18,Q05933
YLR371W,ROM2,P51862
YLR372W,ELO3,P40319
YLR373C,VID22,Q05934
YLR374C,,O13545
YLR375W,STP3,Q05937
YLR376C,PSY3,Q12318
YLR377C,FBP1,P09201
YLR378C,SEC61,P32915
YLR379W,,O13579
YLR380W,CSR1,Q06705
YLR381W,CTF3,Q12748
YLR382C,NAM2,P11325
YLR383W,SMC6,Q12749
YLR384C,IKI3,Q06706
YLR385C,SWC7,Q06707
YLR386W,VAC14,Q06708
YLR387C,REH1,Q06709
YLR388W,RPS29A,P41057
YLR389C,STE23,Q06010
YLR390W,ECM19,O13547
YLR392C,ART10,P18634
YLR393W,ATP10,P18496
YLR394W,CST9,Q06032
YLR395C,COX8,P04039
YLR396C,VPS33,P20795
YLR397C,AFG2,P32794
YLR398C,SKI2,P35207
YLR399C,BDF1,P35817
YLR400W,,Q06051
YLR401C,DUS3,Q06053
YLR402W,,Q06057
YLR403W,SFP1,P32432
YLR404W,SEI1,Q06058
YLR405W,DUS4,Q06063
YLR406C,RPL31B,P0C2H9
YLR407W,,Q06070
YLR408C,BLS1,Q06071
YLR409C,UTP21,Q06078
YLR410W,VIP1,Q06685
YLR411W,CTR3,Q06686
YLR412W,BER1,Q06688
YLR413W,INA1,Q06689
YLR414C,PUN1,Q06991
YLR415C,,O13578
YLR416C,,Q06695
YLR417W,VPS36,Q06696
YLR418C,CDC73,Q06697
YLR419W,,Q06698
YLR420W,URA4,P20051
YLR421C,RPN13,O13563
YLR422W,DCK1,Q06409
YLR423C,ATG17,Q06410
YLR424W,SPP382,Q06411
YLR425W,TUS1,Q06412
YLR426W,TDA5,Q06417
YLR427W,MAG2,Q06436
YLR428C,,O13564
YLR429W,CRN1,Q06440
YLR430W,SEN1,Q00416
YLR431C,ATG23,Q06671
YLR432W,IMD3,P50095
YLR433C,CNA1,P23287
YLR434C,,O13576
YLR435W,TSR2,Q06672
YLR436C,ECM30,Q06673
YLR437C,DIF1,O13577
YLR438W,CAR2,P07991
YLR439W,MRPL4,P36517
YLR440C,SEC39,Q12745
YLR441C,RPS1A,P33442
YLR442C,SIR3,P06701
YLR443W,ECM7,Q06200
YLR444C,,O13560
YLR445W,GMC2,Q06201
YLR446W,,Q06204
YLR447C,VMA6,P32366
YLR448W,RPL6B,P05739
YLR449W,FPR4,Q06205
YLR450W,HMG2,P12684
YLR451W,LEU3,P08638
YLR452C,SST2,P11972
YLR453C,RIF2,Q06208
YLR454W,FMP27,Q06179
YLR455W,PDP3,Q06188
YLR456W,,Q06199
YLR457C,NBP1,P52919
YLR458W,,A0A023PZK9
YLR459W,GAB1,P41733
YLR460C,,P54007
YLR461W,PAU4,P53427
YLR462W,,O13556
YLR463C,,O13557
YLR464W,,P0CX17
YLR465C,BSC3,O13558
YLR466W,YRF1-4,O13559
YLR467W,YRF1-5,P0CX21
YML001W,YPT7,P32939
YML002W,,P0CF17
YML003W,,P0CF16
YML004C,GLO1,P50107
YML005W,TRM12,Q04235
YML006C,GIS4,Q04233
YML007W,YAP1,P19880
YML008C,ERG6,P25087
YML009C,MRPL39,P36533
YML009C-A,,P36533
YML010W,SPT5,P27692
YML009W-B,,Q6B0Y1
YML011C,RAD33,Q04231
YML012W,ERV25,P54837
YML012C-A,,Q6B0Y8
YML013W,UBX2,Q04228
YML014W,TRM9,P49957
YML015C,TAF11,Q04226
YML016C,PPZ1,P26570
YML017W,PSP2,P50109
YML018C,,Q03730
YML019W,OST6,Q03723
YML020W,,Q03722
YML021C,UNG1,P12887
YML022W,APT1,P49435
YML023C,NSE5,Q03718
YML024W,RPS17A,P02407
YML025C,YML6,P51998
YML026C,RPS18B,P0CX56
YML027W,YOX1,P34161
YML028W,TSA1,P34760
YML029W,USA1,Q03714
YML030W,RCF1,Q03713
YML031W,NDC1,P32500
YML032C,RAD52,P06778
YML034W,SRC1,Q03707
YML035C,AMD1,P15274
YML034C-A,,A0A023PXP7
YML036W,CGI121,Q03705
YML037C,,Q03703
YML038C,YMD8,Q03697
YML041C,VPS71,Q03433
YML042W,CAT2,P32796
YML043C,RRN11,Q04712
YML046W,PRP39,P39682
YML047C,PRM6,Q04705
YML048W,GSF2,Q04697
YML047W-A,,A0A023PZG9
YML049C,RSE1,Q04693
YML050W,AIM32,Q04689
YML051W,GAL80,P04387
YML052W,SUR7,P54003
YML053C,,Q04978
YML054C,CYB2,P00175
YML055W,SPC2,Q04969
YML056C,IMD4,P50094
YML057W,CMP2,P14747
YML057C-A,,P0C261
YML058W,SML1,Q04964
YML059C,NTE1,Q04958
YML060W,OGG1,P53397
YML061C,PIF1,P07271
YML062C,MFT1,P33441
YML063W,RPS1B,P23248
YML064C,TEM1,P38987
YML065W,ORC1,P54784
YML066C,SMA2,Q04658
YML067C,ERV41,Q04651
YML068W,ITT1,Q04638
YML069W,POB3,Q04636
YML070W,DAK1,P54838
YML071C,COG8,Q04632
YML072C,TCB3,Q03640
YML073C,RPL6A,Q02326
YML074C,FPR3,P38911
YML075C,HMG1,P12683
YML076C,WAR1,Q03631
YML077W,BET5,Q03630
YML078W,CPR3,P25719
YML079W,,Q03629
YML080W,DUS1,P53759
YML081W,TDA9,Q04545
YML082W,,Q04533
YML083C,,Q12151
YML084W,,Q04521
YML085C,TUB1,P09733
YML086C,ALO1,P54783
YML087C,AIM33,Q04516
YML088W,UFO1,Q04511
YML089C,,Q04502
YML090W,,Q04501
YML091C,RPM2,Q02773
YML092C,PRE8,P23639
YML093W,UTP14,Q04500
YML094W,GIM5,Q04493
YML095C,RAD10,P06838
YML094C-A,,Q12744
YML096W,,Q04489
YML097C,VPS9,P54787
YML098W,TAF13,P11747
YML099C,ARG81,P05085
YML100W,TSL1,P38427
YML099W-A,,Q6B2I9
YML101C,CUE4,Q04201
YML101C-A,,Q6B0Z2
YML102W,CAC2,Q04199
YML103C,NUP188,P52593
YML104C,MDM1,Q01846
YML105C,SEC65,P29478
YML106W,URA5,P13298
YML107C,PML39,Q03760
YML108W,,Q03759
YML109W,ZDS2,P54786
YML110C,COQ5,P49017
YML111W,BUL2,Q03758
YML112W,CTK3,P46963
YML113W,DAT1,P13483
YML114C,TAF8,Q03750
YML115C,VAN1,P23642
YML116W,ATR1,P13090
YML117W,NAB6,Q03735
YML116W-A,,P13090
YML118W,NGL3,Q03210
YML119W,,Q03208
YML120C,NDI1,P32340
YML121W,GTR1,Q00582
YML122C,,Q03207
YML123C,PHO84,P25297
YML124C,TUB3,P09734
YML125C,PGA3,Q12746
YML126C,ERG13,P54839
YML127W,RSC9,Q03124
YML128C,MSC1,Q03104
YML129C,COX14,P39103
YML130C,ERO1,Q03103
YML131W,,Q03102
YML132W,COS3,P0CX13
YML133C,,Q03099
YMR001C,CDC5,P32562
YMR002W,MIX17,Q03667
YMR003W,AIM34,Q03673
YMR004W,MVP1,P40959
YMR005W,TAF4,P50105
YMR006C,PLB2,Q03674
YMR007W,,Q03675
YMR008C,PLB1,P39105
YMR009W,ADI1,Q03677
YMR010W,ANY1,Q03687
YMR011W,HXT2,P23585
YMR012W,CLU1,Q03690
YMR013C,SEC59,P20048
YMR014W,BUD22,Q04347
YMR015C,ERG5,P54781
YMR016C,SOK2,P53438
YMR017W,SPO20,Q04359
YMR018W,PEX9,Q04364
YMR019W,STB4,P50104
YMR020W,FMS1,P50264
YMR021C,MAC1,P35192
YMR022W,UBC7,Q02159
YMR023C,MSS1,P32559
YMR024W,MRPL3,P36516
YMR025W,CSI1,Q04368
YMR026C,PEX12,Q04370
YMR027W,,Q04371
YMR028W,TAP42,Q04372
YMR029C,FAR8,Q05040
YMR030W,RSF1,Q05043
YMR031C,EIS1,Q05050
YMR031W-A,,Q6Q572
YMR032W,HOF1,Q05080
YMR033W,ARP9,Q05123
YMR034C,RCH1,Q05131
YMR035W,IMP2,P46972
YMR036C,MIH1,P23748
YMR037C,MSN2,P33748
YMR038C,CCS1,P40202
YMR039C,SUB1,P54000
YMR040W,YET2,Q04210
YMR041C,ARA2,Q04212
YMR042W,ARG80,P07249
YMR043W,MCM1,P11746
YMR044W,IOC4,Q04213
YMR047C,NUP116,Q02630
YMR048W,CSM3,Q04659
YMR049C,ERB1,Q04660
YMR052C-A,,Q6B0Y6
YMR052W,FAR3,P46671
YMR053C,STB2,P46679
YMR054W,STV1,P37296
YMR055C,BUB2,P26448
YMR056C,AAC1,P04710
YMR057C,,Q04674
YMR058W,FET3,P38993
YMR059W,SEN15,Q04675
YMR060C,SAM37,P50110
YMR061W,RNA14,P25298
YMR062C,ARG7,Q04728
YMR063W,RIM9,Q04734
YMR064W,AEP1,P32493
YMR065W,KAR5,Q04746
YMR066W,SOV1,Q04748
YMR067C,UBX4,P54730
YMR068W,AVO2,Q04749
YMR069W,NAT4,Q04751
YMR070W,MOT3,P54785
YMR071C,TVP18,Q04767
YMR072W,ABF2,Q02486
YMR073C,IRC21,Q04772
YMR074C,SDD2,Q04773
YMR075C-A,,Q6B0Y7
YMR075W,RCO1,Q04779
YMR076C,PDS5,Q04264
YMR077C,VPS20,Q04272
YMR078C,CTF18,P49956
YMR079W,SEC14,P24280
YMR080C,NAM7,P30771
YMR081C,ISF1,P32488
YMR082C,,Q04276
YMR083W,ADH3,P07246
YMR084W,,A2P2R3
YMR085W,,P0CF18
YMR086C-A,,Q6Q571
YMR086W,SEG1,Q04279
YMR087W,,Q04299
YMR088C,VBA1,Q04301
YMR089C,YTA12,P40341
YMR090W,,Q04304
YMR091C,NPL6,P32832
YMR092C,AIP1,P46680
YMR093W,UTP15,Q04305
YMR094W,CTF13,P35203
YMR095C,SNO1,Q03144
YMR096W,SNZ1,Q03148
YMR097C,MTG1,Q03151
YMR098C,ATP25,Q03153
YMR099C,,Q03161
YMR100W,MUB1,Q03162
YMR101C,SRT1,Q03175
YMR102C,,Q03177
YMR103C,,Q04436
YMR104C,YPK2,P18961
YMR105C,PGM2,P37012
YMR106C,YKU80,Q04437
YMR107W,SPG4,Q04438
YMR108W,ILV2,P07342
YMR109W,MYO5,Q04439
YMR110C,HFD1,Q04458
YMR111C,,Q04461
YMR112C,MED11,Q99278
YMR113W,FOL3,Q12676
YMR114C,,Q04471
YMR115W,MGR3,Q04472
YMR116C,ASC1,P38011
YMR117C,SPC24,Q04477
YMR118C,SHH3,Q04487
YMR119W,ASI1,P54074
YMR119W-A,,P54074
YMR120C,ADE17,P38009
YMR121C,RPL15B,P54780
YMR122C,,Q03879
YMR123W,PKR1,Q03880
YMR124W,EPO1,P39523
YMR125W,STO1,P34160
YMR126C,DLT1,Q04216
YMR127C,SAS2,P40963
YMR128W,ECM16,Q04217
YMR129W,POM152,P39685
YMR130W,,Q04223
YMR131C,RRB1,Q04225
YMR132C,JLP2,P40206
YMR133W,REC114,P32841
YMR134W,ERG29,P40207
YMR135C,GID8,P40208
YMR135W-A,,Q6B0X1
YMR136W,GAT2,P40209
YMR137C,PSO2,P30620
YMR138W,CIN4,P39110
YMR139W,RIM11,P38615
YMR140W,SIP5,P40210
YMR141C,,P40211
YMR142C,RPL13B,P40212
YMR143W,RPS16A,P0CX51
YMR144W,FDO1,P40214
YMR145C,NDE1,P40215
YMR146C,TIF34,P40217
YMR147W,,P40218
YMR148W,OSW5,P40219
YMR149W,SWP1,Q02795
YMR150C,IMP1,P28627
YMR151W,YIM2,P28626
YMR152W,YIM1,P28625
YMR153C-A,,A0A023PYJ4
YMR153W,NUP53,Q03790
YMR154C,RIM13,Q03792
YMR155W,,Q03795
YMR156C,TPP1,Q03796
YMR157C,AIM36,Q03798
YMR158W,MRPS8,Q6B0X2
YMR158W-B,,Q6B0X2
YMR159C,ATG16,Q03818
YMR160W,,Q03823
YMR161W,HLJ1,P48353
YMR162C,DNF3,Q12674
YMR163C,INP2,Q03824
YMR164C,MSS11,Q03825
YMR165C,PAH1,P32567
YMR166C,MME1,Q03829
YMR167W,MLH1,P38920
YMR168C,CEP3,P40969
YMR169C,ALD3,P54114
YMR170C,ALD2,P47771
YMR171C,EAR1,Q03212
YMR172C-A,,A0A023PXH6
YMR172W,HOT1,Q03213
YMR173W,DDR48,P18899
YMR173W-A,,P18899
YMR174C,PAI3,P01094
YMR175W,SIP18,P50263
YMR176W,ECM5,Q03214
YMR177W,MMT1,Q03218
YMR178W,,Q03219
YMR179W,SPT21,P35209
YMR180C,CTL1,Q03220
YMR181C,,Q03231
YMR182C,RGM1,Q00453
YMR183C,SSO2,P39926
YMR184W,ADD37,Q03233
YMR185W,RTP1,Q12751
YMR186W,HSC82,P15108
YMR187C,,Q03236
YMR188C,MRPS17,Q03246
YMR189W,GCV2,P49095
YMR190C,SGS1,P35187
YMR191W,SPG5,P42933
YMR192W,GYL1,Q04322
YMR193C-A,,Q6B0R2
YMR193W,MRPL24,P36525
YMR194W,RPL36A,P05745
YMR195W,ICY1,Q04329
YMR196W,,Q04336
YMR197C,VTI1,Q04338
YMR198W,CIK1,Q01649
YMR199W,CLN1,P20437
YMR200W,ROT1,Q03691
YMR201C,RAD14,P28519
YMR202W,ERG2,P32352
YMR203W,TOM40,P23644
YMR204C,INP1,Q03694
YMR205C,PFK2,P16862
YMR206W,,Q03695
YMR207C,HFA1,P32874
YMR208W,ERG12,P07277
YMR209C,,Q03648
YMR210W,MGL2,Q03649
YMR211W,DML1,Q03652
YMR212C,EFR3,Q03653
YMR213W,CEF1,Q03654
YMR214W,SCJ1,P25303
YMR215W,GAS3,Q03655
YMR216C,SKY1,Q03656
YMR217W,GUA1,P38625
YMR218C,TRS130,Q03660
YMR219W,ESC1,Q03661
YMR220W,ERG8,P24521
YMR221C,FMP42,Q04991
YMR222C,FSH2,Q05015
YMR223W,UBP8,P50102
YMR224C,MRE11,P32829
YMR225C,MRPL44,P19956
YMR226C,,Q05016
YMR227C,TAF7,Q05021
YMR228W,MTF1,P14908
YMR229C,RRP5,Q05022
YMR230W,RPS10B,P46784
YMR231W,PEP5,P12868
YMR232W,FUS2,Q05670
YMR233W,TRI1,Q05024
YMR234W,RNH1,Q04740
YMR235C,RNA1,P11745
YMR236W,TAF9,Q05027
YMR237W,BCH1,Q05029
YMR238W,DFG5,Q05031
YMR239C,RNT1,Q02555
YMR240C,CUS1,Q02554
YMR241W,YHM2,Q04013
YMR242C,RPL20A,P0CX23
YMR243C,ZRC1,P20107
YMR244C-A,COA6,Q3E846
YMR244W,,Q04018
YMR245W,,Q04019
YMR246W,FAA4,P47912
YMR247C,RKR1,Q04781
YMR250W,GAD1,Q04792
YMR251W,GTO3,Q05827
YMR251W-A,HOR7,Q05827
YMR252C,,Q04814
YMR253C,,Q04835
YMR254C,,Q04838
YMR255W,GFD1,Q04839
YMR256C,COX7,P10174
YMR257C,PET111,P08468
YMR258C,ROY1,Q04847
YMR259C,TRM732,Q03496
YMR260C,TIF11,P38912
YMR261C,TPS3,P38426
YMR262W,,P38430
YMR263W,SAP30,P38429
YMR264W,CUE1,P38428
YMR265C,,Q03508
YMR266W,RSN1,Q03516
YMR267W,PPA2,P28239
YMR268C,PRP24,P49960
YMR269W,TMA23,Q03525
YMR270C,RRN9,P53437
YMR271C,URA10,P30402
YMR272C,SCS7,Q03529
YMR273C,ZDS1,P50111
YMR274C,RCE1,Q03530
YMR275C,BUL1,P48524
YMR276W,DSK2,P48510
YMR277W,FCP1,Q03254
YMR278W,PRM15,Q03262
YMR279C,,Q03263
YMR280C,CAT8,P39113
YMR281W,GPI12,P23797
YMR282C,AEP2,P22136
YMR283C,RIT1,P23796
YMR284W,YKU70,P32807
YMR285C,NGL2,Q03264
YMR286W,MRPL33,P20084
YMR287C,DSS1,P39112
YMR288W,HSH155,P49955
YMR289W,ABZ2,Q03266
YMR290C,HAS1,Q03532
YMR290W-A,,A0A023PZH5
YMR291W,TDA1,Q03533
YMR292W,GOT1,Q03554
YMR293C,HER2,Q03557
YMR294W,JNM1,P36224
YMR294W-A,,A0A023PZL7
YMR295C,,Q03559
YMR296C,LCB1,P25045
YMR297W,PRC1,P00729
YMR298W,LIP1,Q03579
YMR299C,DYN3,Q04949
YMR300C,ADE4,P04046
YMR301C,ATM1,P40416
YMR302C,YME2,P32843
YMR303C,ADH2,P00331
YMR304C-A,,A0A023PYJ7
YMR304W,UBP15,P50101
YMR305C,SCW10,Q04951
YMR306C-A,,A0A023PXI0
YMR306W,FKS3,Q04952
YMR307W,GAS1,P22146
YMR308C,PSE1,P32337
YMR309C,NIP1,P32497
YMR310C,,Q04867
YMR311C,GLC8,P41818
YMR312W,ELP6,Q04868
YMR313C,TGL3,P40308
YMR314W,PRE5,P40302
YMR315W,,Q04869
YMR316C-A,,I2HB70
YMR316C-B,,A0A023PXQ9
YMR316W,DIA1,P54005
YMR317W,,Q04893
YMR318C,ADH6,Q04894
YMR319C,FET4,P40988
YMR320W,,Q04897
YMR321C,,Q04898
YMR322C,SNO4,Q04902
YMR323W,ERR3,P42222
YMR324C,,Q04909
YMR325W,PAU19,P0CE85
YMR326C,,Q6B0R7
YNL001W,DOM34,P33309
YNL002C,RLP7,P40693
YNL003C,PET8,P38921
YNL004W,HRB1,P38922
YNL005C,MRP7,P12687
YNL006W,LST8,P41318
YNL007C,SIS1,P25294
YNL008C,ASI3,P53983
YNL009W,IDP3,P53982
YNL010W,,P53981
YNL011C,,P53980
YNL012W,SPO1,P53541
YNL013C,,P53979
YNL014W,HEF3,P53978
YNL015W,PBI2,P0CT04
YNL016W,PUB1,P32588
YNL017C,,P53977
YNL018C,,P53976
YNL019C,,P53975
YNL020C,ARK1,P53974
YNL021W,HDA1,P53973
YNL022C,RCM1,P53972
YNL023C,FAP1,P53971
YNL024C,EFM6,Q8TGJ3
YNL025C,SSN8,P47821
YNL026W,SAM50,P53969
YNL027W,CRZ1,P53968
YNL028W,,P53967
YNL029C,KTR5,P53966
YNL030W,HHF2,P02309
YNL031C,HHT2,P61830
YNL032W,SIW14,P53965
YNL033W,,P53964
YNL034W,,P53963
YNL035C,,P53962
YNL036W,NCE103,P53615
YNL037C,IDH1,P28834
YNL038W,GPI15,P53961
YNL039W,BDP1,P46678
YNL040W,,P53960
YNL041C,COG6,P53959
YNL042W,BOP3,P53958
YNL043C,,P53957
YNL044W,YIP3,P53633
YNL045W,LAP2,Q10740
YNL046W,,P53956
YNL047C,SLM2,P53955
YNL048W,ALG11,P53954
YNL049C,SFB2,P53953
YNL050C,,P53952
YNL051W,COG5,P53951
YNL052W,COX5A,P00424
YNL053W,MSG5,P38590
YNL054W,VAC7,P53950
YNL055C,POR1,P04840
YNL056W,OCA2,P53949
YNL057W,,P53948
YNL058C,,P53947
YNL059C,ARP5,P53946
YNL061W,NOP2,P40991
YNL062C,GCD10,P41814
YNL063W,MTQ1,P53944
YNL064C,YDJ1,P25491
YNL065W,AQR1,P53943
YNL066W,SUN4,P53616
YNL067W,RPL9B,P51401
YNL068C,FKH2,P41813
YNL069C,RPL16B,P26785
YNL070W,TOM7,P53507
YNL071W,LAT1,P12695
YNL072W,RNH201,P53942
YNL073W,MSK1,P32048
YNL074C,MLF3,P32047
YNL075W,IMP4,P53941
YNL076W,MKS1,P34072
YNL077W,APJ1,P53940
YNL078W,NIS1,P53939
YNL079C,TPM1,P17536
YNL080C,EOS1,P53938
YNL081C,SWS2,P53937
YNL082W,PMS1,P14242
YNL083W,SAL1,D6W196
YNL084C,END3,P39013
YNL085W,MKT1,P40850
YNL086W,SNN1,P48232
YNL087W,TCB2,P48231
YNL088W,TOP2,P06786
YNL089C,,P53936
YNL090W,RHO2,P06781
YNL091W,NST1,P53935
YNL092W,,P53934
YNL093W,YPT53,P36019
YNL094W,APP1,P53933
YNL095C,,P53932
YNL096C,RPS7B,P48164
YNL097C,PHO23,P50947
YNL098C,RAS2,P01120
YNL099C,OCA1,P50946
YNL100W,MIC27,P50945
YNL101W,AVT4,P50944
YNL102W,POL1,P13382
YNL103W,MET4,P32389
YNL104C,LEU4,P06208
YNL105W,RRT16,P50943
YNL106C,INP52,P50942
YNL107W,YAF9,P53930
YNL108C,,P53929
YNL109W,,P53928
YNL110C,NOP15,P53927
YNL111C,CYB5,P40312
YNL112W,DBP2,P24783
YNL113W,RPC19,P28000
YNL114C,,P53926
YNL115C,,P53925
YNL116W,DMA2,P53924
YNL117W,MLS1,P30952
YNL118C,DCP2,P53550
YNL119W,NCS2,P53923
YNL120C,,P53922
YNL121C,TOM70,P07213
YNL122C,,P53921
YNL123W,NMA111,P53920
YNL124W,NAF1,P53919
YNL125C,ESBP6,P53918
YNL126W,SPC98,P53540
YNL127W,FAR11,P53917
YNL128W,TEP1,P53916
YNL129W,NRK1,P53915
YNL130C,CPT1,P17898
YNL131W,TOM22,P49334
YNL132W,KRE33,P53914
YNL133C,FYV6,P53913
YNL134C,,P53912
YNL135C,FPR1,P20081
YNL136W,EAF7,P53911
YNL137C,NAM9,P27929
YNL138W,SRV2,P17555
YNL139C,THO2,P53552
YNL140C,,P53910
YNL141W,AAH1,P53909
YNL142W,MEP2,P41948
YNL143C,,P53908
YNL144C,,P53907
YNL145W,MFA2,P34166
YNL146W,,P53906
YNL147W,LSM7,P53905
YNL148C,ALF1,P53904
YNL149C,PGA2,P53903
YNL150W,,P53902
YNL151C,RPC31,P17890
YNL152W,INN1,P53901
YNL153C,GIM3,P53900
YNL154C,YCK2,P23292
YNL155W,CUZ1,P53899
YNL156C,NSG2,P53898
YNL157W,IGO1,P53897
YNL158W,PGA1,P53896
YNL159C,ASI2,P53895
YNL160W,YGP1,P38616
YNL161W,CBK1,P53894
